避難所名稱,地址,縣市,設施類型,緯度,經度,最近AQI測站,測站AQI,測站狀態,距離(公里),風險等級,預計收容人數
大直國小,中山區大直街2號,臺北市中山區,室內,25.0805,121.5464,士林,43,良好,2.39,Low Risk,104
內海貴文宮,2鄰內海墘19號,桃園市大園區,室內,25.080507,121.185356,桃園,47,良好,15.44,Low Risk,300
長安市民活動中心,長安街96號4樓,新北市蘆洲區,室內,25.0807,121.4619,士林,43,良好,6.3,Low Risk,123
林口國小,林口路76號,新北市林口區,室內,25.0808,121.3899,板橋,44,良好,10.18,Low Risk,1009
實踐里民活動中心,百一街52-1號,基隆市七堵區,室內,25.081,121.7004,內湖,46,良好,12.19,Low Risk,60
永安兒童公園市民活動中心,永安北路二段42之6號,新北市蘆洲區,室外,25.081635,121.481944,士林,43,良好,4.29,Low Risk,87
麗山國中,內湖區內湖路1段629巷42號,臺北市內湖區,室內,25.0817,121.5752,內湖,46,良好,1.4,Low Risk,82
中路市民活動中心,光華路107巷11號,新北市蘆洲區,室內,25.0821,121.4675,士林,43,良好,5.72,Low Risk,27
頭湖國小,民權路101號,新北市林口區,室內,25.0827,121.3729,板橋,44,良好,11.59,Low Risk,819
堵南里民活動中心,堵南街20之8號,基隆市七堵區,室內,25.0827,121.6877,內湖,46,良好,10.94,Low Risk,40
大湖公園,成功路五段31號旁,臺北市內湖區,室外,25.082835,121.603982,內湖,46,良好,2.81,Low Risk,4950
立體停車場,工商路3號,新北市五股區,室外,25.083,121.4393,板橋,44,良好,7.72,Low Risk,550
堵南國小活動中心,大德路120號,基隆市七堵區,室內,25.0832,121.6922,內湖,46,良好,11.4,Low Risk,120
五股國民中學,成泰路二段49巷15號,新北市五股區,室內,25.0833,121.4357,板橋,44,良好,7.87,Low Risk,230
暖東里民活動中心,東勢街54號,基隆市暖暖區,室內,25.0833,121.7481,內湖,46,良好,17.0,Low Risk,40
五股國民小學,成泰路2段49號,新北市五股區,室內,25.0834,121.4377,板橋,44,良好,7.81,Low Risk,2532
堵北里民活動中心,福一街136號二樓,基隆市七堵區,室內,25.0834,121.6953,內湖,46,良好,11.71,Low Risk,86
財團法人臺灣省臺北縣基督教徒蘆洲,三民路26巷71弄2號B1地下室,新北市蘆洲區,室內,25.0835,121.4786,士林,43,良好,4.6,Low Risk,75
麗山國小,臺北市內湖區港華街100號,臺北市內湖區,室內,25.0836,121.5725,內湖,46,良好,1.7,Low Risk,193
葫蘆國小,士林區環河北路3段95號,臺北市士林區,室內,25.0837,121.507,士林,43,良好,1.77,Low Risk,35
百福國中活動中心,福五街1號,基隆市七堵區,室內,25.0837,121.6987,內湖,46,良好,12.05,Low Risk,191
西湖國小,內湖區環山路1段25號,臺北市內湖區,室內,25.0838,121.5657,內湖,46,良好,2.11,Low Risk,76
蘆洲國小,中正路100號,新北市蘆洲區,室內,25.0841,121.47,士林,43,良好,5.45,Low Risk,2139
麗山高中,臺北市內湖區環山路2段100號,臺北市內湖區,室內,25.0841,121.5779,內湖,46,良好,1.59,Low Risk,60
湖南市民活動中心,民權路165號,新北市林口區,室內,25.0844,121.3742,板橋,44,良好,11.61,Low Risk,86
蘆洲區公所,三民路95號,新北市蘆洲區,室內,25.0847,121.4739,士林,43,良好,5.06,Low Risk,185
碧華國民小學,五華街160號,新北市三重區,室內,25.085115,121.490369,士林,43,良好,3.4,Low Risk,0
鷺江國小,民族路7號,新北市蘆洲區,室內,25.0853,121.4769,士林,43,良好,4.75,Low Risk,1002
碧湖國小,臺北市內湖區金龍路100號,臺北市內湖區,室內,25.0853,121.5911,內湖,46,良好,2.05,Low Risk,134
成功國小,長安街311號,新北市蘆洲區,室內,25.0857,121.4575,士林,43,良好,6.7,Low Risk,495
重陽市民活動中心,集賢路221巷11號,新北市蘆洲區,室內,25.0857,121.4837,士林,43,良好,4.06,Low Risk,58
文湖國小,內湖區文湖街15號,臺北市內湖區,室內,25.0858,121.5601,內湖,46,良好,2.67,Low Risk,30
西湖國中,內湖區環山路1段27號,臺北市內湖區,室內,25.0858,121.5657,內湖,46,良好,2.28,Low Risk,106
百齡國小,士林區福港街205號,臺北市士林區,室內,25.0862,121.5178,士林,43,良好,0.65,Low Risk,137
泰安里民活動中心,泰和街57號,基隆市七堵區,室內,25.0864,121.7114,內湖,46,良好,13.36,Low Risk,42
五華國民小學,三重區集賢路89號,新北市三重區,室內,25.0865,121.4931,士林,43,良好,3.11,Low Risk,327
三民高中,三民路96號,新北市蘆洲區,室內,25.0866,121.4723,士林,43,良好,5.21,Low Risk,5011
百齡高中,士林區承德路4段177號,臺北市士林區,室內,25.087,121.523,士林,43,良好,0.13,Low Risk,300
蘆洲國中,中正路265號,新北市蘆洲區,室內,25.0871,121.4664,士林,43,良好,5.8,Low Risk,2520
新北市立新北高中,三重區重新路五段656號,新北市三重區,室內,25.0874,121.4899,士林,43,良好,3.43,Low Risk,4475
山腳國中,海山路319號,桃園市蘆竹區,室內,25.088009,121.278634,桃園,47,良好,11.19,Low Risk,500
大湖國小,內湖區大湖山莊街170號,臺北市內湖區,室內,25.0881,121.6003,內湖,46,良好,2.88,Low Risk,175
百福里民活動中心,實踐路263號,基隆市七堵區,室內,25.0881,121.695,內湖,46,良好,11.76,Low Risk,40
猴硐國小,瑞芳區九芎橋路69-1號,新北市瑞芳區,室內,25.0889,121.8296,內湖,46,良好,25.23,Low Risk,101
忠義國小,光榮路99號,新北市蘆洲區,室內,25.0893,121.4639,士林,43,良好,6.05,Low Risk,1106
北港國小,汐萬路二段279號,新北市汐止區,室內,25.089404,121.645595,內湖,46,良好,6.95,Low Risk,1307
天母棒球場,忠誠路二段77號,臺北市士林區,室外,25.0898,121.5029,士林,43,良好,2.14,Low Risk,150
臺北市士林運動中心,士商路1號,臺北市士林區,室內,25.0898,121.5029,士林,43,良好,2.14,Low Risk,171
社子國小,臺北市士林區延平北路6段308號,臺北市士林區,室內,25.0898,121.5029,士林,43,良好,2.14,Low Risk,192
鷺江國中,長樂路235號,新北市蘆洲區,室內,25.0903,121.4618,士林,43,良好,6.27,Low Risk,659
公民會館,御史路1巷59號,新北市五股區,室內,25.090383,121.440224,士林,43,良好,8.44,Low Risk,182
永平市民活動中心,永平街1號4樓,新北市蘆洲區,室內,25.0904,121.4592,士林,43,良好,6.53,Low Risk,151
六堵里民活動中心,工建路104巷17-1號-2號,基隆市七堵區,室內,25.0908,121.7015,內湖,46,良好,12.46,Low Risk,48
仁愛國小,民族路488號,新北市蘆洲區,室內,25.0915,121.471,士林,43,良好,5.35,Low Risk,584
陽明高中,士林區中正路510號,臺北市士林區,室內,25.0918,121.5172,士林,43,良好,0.82,Low Risk,110
友一里民活動中心,華新一路59-1號,基隆市七堵區,室內,25.0921,121.6688,內湖,46,良好,9.28,Low Risk,40
水湳市民活動中心,民族路426巷17號,新北市蘆洲區,室內,25.0927,121.4731,士林,43,良好,5.16,Low Risk,34
士林國小,臺北市士林區大東路165號,臺北市士林區,室內,25.0928,121.5251,士林,43,良好,0.58,Low Risk,225
士林國中,士林區中正路345號,臺北市士林區,室內,25.0943,121.5226,士林,43,良好,0.75,Low Risk,39
成功市民活動中心,西雲路163號,新北市五股區,室內,25.0944,121.4461,士林,43,良好,7.88,Low Risk,100
大古山停車場,大古山廣場,桃園市蘆竹區,室外,25.09457695,121.28829,桃園,47,良好,11.76,Low Risk,200
基隆高級商工職業學校,東新街22號,基隆市七堵區,室內,25.0949,121.7173,內湖,46,良好,14.1,Low Risk,146
士林高商,士林區士商路150號,臺北市士林區,室內,25.095,121.5163,士林,43,良好,1.12,Low Risk,54
長興里民活動中心,東新街25號,基隆市七堵區,室內,25.095,121.718,內湖,46,良好,14.18,Low Risk,52
士林官邸公園,臺北市士林區福林路60號,臺北市士林區,室外,25.0951,121.5303,士林,43,良好,1.04,Low Risk,1362
暖西里民活動中心,東勢街26巷69號,基隆市暖暖區,室內,25.0951,121.738,內湖,46,良好,16.16,Low Risk,96
碇祥里民活動中心,碇內街100號,基隆市暖暖區,室內,25.0955,121.7538,內湖,46,良好,17.73,Low Risk,85
碇內里民活動中心,暖碇路15巷136號,基隆市暖暖區,室內,25.0958,121.7538,內湖,46,良好,17.74,Low Risk,32
碇內國中,源遠路152巷75號,基隆市暖暖區,室內,25.0961,121.7495,內湖,46,良好,17.32,Low Risk,229
暖暖里民活動中心,暖暖街281巷58號,基隆市暖暖區,室內,25.0971,121.7354,內湖,46,良好,15.94,Low Risk,60
七堵國小活動中心,明德一路184號2-4樓,基隆市七堵區,室內,25.0978,121.7136,內湖,46,良好,13.81,Low Risk,150
成州市民活動中心,西雲路267號,新北市五股區,室內,25.0981,121.4494,士林,43,良好,7.6,Low Risk,75
七堵行政大樓6樓,光明路21號6樓,基隆市七堵區,室內,25.0983,121.7166,內湖,46,良好,14.11,Low Risk,200
福林國小,士林區福志路75號,臺北市士林區,室內,25.0987,121.5297,士林,43,良好,1.35,Low Risk,142
永平里民活動中心,崇智街13-1號,基隆市七堵區,室內,25.0995,121.7134,內湖,46,良好,13.83,Low Risk,90
文昌國小,士林區文林路615巷20號,臺北市士林區,室內,25.0996,121.5209,士林,43,良好,1.36,Low Risk,75
地藏禪寺,延平北路7段189號,臺北市士林區,室內,25.099607,121.491108,士林,43,良好,3.57,Low Risk,100
成州國民小學,成泰路3段493號,新北市五股區,室內,25.0998,121.4505,士林,43,良好,7.52,Low Risk,398
碇安里民活動中心,源遠路277巷23號,基隆市暖暖區,室內,25.0998,121.7555,內湖,46,良好,17.98,Low Risk,64
沙崙社區活動中心,12鄰41-3號,桃園市大園區,室內,25.101094,121.222571,桃園,47,良好,14.72,Low Risk,250
八德土地公廟,大華一路57巷43-4號,基隆市七堵區,室內,25.1011,121.7166,內湖,46,良好,14.19,Low Risk,12
湖北市民活動中心,林口區湖北里後湖17之6號,新北市林口區,室內,25.1013,121.3847,板橋,44,良好,12.21,Low Risk,73
暖同里民活動中心,暖暖街16巷41號,基隆市暖暖區,室內,25.1015,121.7373,內湖,46,良好,16.23,Low Risk,64
自強里民活動中心,自強路1號,基隆市七堵區,室內,25.1022,121.7122,內湖,46,良好,13.79,Low Risk,44
海湖國小,海湖東路191巷15號,桃園市蘆竹區,室內,25.10233,121.26754,桃園,47,良好,12.99,Low Risk,450
雨聲國小,士林區至誠路1段62巷70號,臺北市士林區,室內,25.1027,121.5352,士林,43,良好,2.01,Low Risk,46
福安國中,士林區延平北路7段250號,臺北市士林區,室內,25.1033,121.4874,士林,43,良好,4.07,Low Risk,30
至善國中,臺北市士林區至善路2段360號,臺北市士林區,室內,25.1035,121.5555,士林,43,良好,3.63,Low Risk,170
竹圍國小,2鄰竹圍街3號,桃園市大園區,室內,25.103671,121.244253,桃園,47,良好,13.93,Low Risk,700
吉慶國小,瑞芳區大埔路95號,新北市瑞芳區,室內,25.1037,121.7628,內湖,46,良好,18.79,Low Risk,403
中正高中,北投區文林北路77號,臺北市北投區,室內,25.1045,121.5165,士林,43,良好,2.01,Low Risk,109
竹圍社區活動中心,8鄰竹圍街90-6號,桃園市大園區,室內,25.104511,121.241682,桃園,47,良好,14.12,Low Risk,160
過港里民活動中心,過港路54號,基隆市暖暖區,室內,25.1049,121.7383,內湖,46,良好,16.41,Low Risk,60
佛祖廟西靈岩寺,佛祖廟西靈岩寺,新北市貢寮區,室內,25.105105,121.921149,內湖,46,良好,34.58,Low Risk,62
雨農國小,士林區忠義街1號,臺北市士林區,室內,25.1053,121.5299,士林,43,良好,2.05,Low Risk,124
爪峰里活動中心,三爪子坑路279-2號,新北市瑞芳區,室內,25.1056,121.8135,內湖,46,良好,23.85,Low Risk,162
富安國小,臺北市士林區延平北路8段135號,臺北市士林區,室內,25.1058,121.4824,士林,43,良好,4.65,Low Risk,50
文林國小,北投區文林北路155號,臺北市北投區,室內,25.1059,121.5147,士林,43,良好,2.23,Low Risk,300
雙溪國小,士林區中社路2段66號,臺北市士林區,室內,25.1061,121.5638,內湖,46,良好,4.34,Low Risk,30
傑魚市民活動中心,傑魚坑路245巷2-1號2樓,新北市瑞芳區,室內,25.1065,121.788,內湖,46,良好,21.34,Low Risk,231
福住市民活動中心,佛堂巷7號,新北市瑞芳區,室內,25.106736,121.841768,內湖,46,良好,26.68,Low Risk,53
新山里活動中心,金光路241號之1,新北市瑞芳區,室內,25.107,121.8515,內湖,46,良好,27.65,Low Risk,41
九份國小,瑞芳區崙頂路145號,新北市瑞芳區,室內,25.1071,121.8434,內湖,46,良好,26.85,Low Risk,172
復興國小,華新二路21號,基隆市七堵區,室內,25.1073,121.6655,內湖,46,良好,9.56,Low Risk,35
明德國中,北投區明德路50號,臺北市北投區,室內,25.1075,121.5183,士林,43,良好,2.28,Low Risk,88
瑞芳國中,瑞芳區三爪子坑路1號,新北市瑞芳區,室內,25.1075,121.8145,內湖,46,良好,23.98,Low Risk,1826
瑞龍市民活動中心,明燈路3段2號,新北市瑞芳區,室內,25.107577,121.809092,內湖,46,良好,23.45,Low Risk,580
基隆高中,源遠路20號,基隆市暖暖區,室內,25.1077,121.7329,內湖,46,良好,15.96,Low Risk,347
觀音市民活動中心,凌雲路三段17之2號,新北市五股區,室內,25.107778,121.43072,士林,43,良好,9.65,Low Risk,149
瑞芳國小,瑞芳區中山路2號,新北市瑞芳區,室內,25.1079,121.8039,內湖,46,良好,22.94,Low Risk,447
嘉寶國小,22號,新北市林口區,室內,25.1083,121.3393,桃園,47,良好,13.76,Low Risk,425
蘭雅國小,士林區磺溪57號,臺北市士林區,室內,25.1084,121.5231,士林,43,良好,2.3,Low Risk,30
八南里民活動中心,源遠路27號,基隆市暖暖區,室內,25.1086,121.7324,內湖,46,良好,15.94,Low Risk,66
海口社區活動中心,4鄰87-1號2樓,桃園市大園區,室內,25.108652,121.241381,桃園,47,良好,14.55,Low Risk,350
瑞芳區公所,瑞芳區逢甲路82號,新北市瑞芳區,室內,25.1088,121.8095,內湖,46,良好,23.51,Low Risk,115
八中里民活動中心,金華街204號,基隆市暖暖區,室內,25.1096,121.7296,內湖,46,良好,15.7,Low Risk,42
瑪陵國小活動中心,大成街1號,基隆市七堵區,室內,25.1099,121.6899,內湖,46,良好,11.93,Low Risk,46
芝山國小,臺北市士林區德行東路285號,臺北市士林區,室內,25.1104,121.5364,士林,43,良好,2.82,Low Risk,40
瑞芳高工,瑞芳區瑞芳街60號,新北市瑞芳區,室內,25.1104,121.8036,內湖,46,良好,22.96,Low Risk,1360
蘭雅國中,士林區忠誠路2段51號,臺北市士林區,室內,25.1106,121.531,士林,43,良好,2.64,Low Risk,130
八西里民活動中心,八堵路35-2號,基隆市暖暖區,室內,25.1106,121.7361,內湖,46,良好,16.36,Low Risk,10
勸濟堂,瑞芳區祈堂路53號,新北市瑞芳區,室內,25.1107,121.86,內湖,46,良好,28.56,Low Risk,50
瓜山國小,瑞芳區五號路306號,新北市瑞芳區,室內,25.1111,121.8569,內湖,46,良好,28.26,Low Risk,232
明德國小,北投區明德路190號,臺北市北投區,室內,25.1121,121.5218,士林,43,良好,2.72,Low Risk,109
和美國小,龍洞街1-9號,新北市貢寮區,室內,25.1123,121.9193,內湖,46,良好,34.49,Low Risk,117
佛祖廟西側高地,佛祖廟西側高地,新北市貢寮區,室內,25.112326,121.919336,內湖,46,良好,34.5,Low Risk,62
興福國小,下福10之1號,新北市林口區,室內,25.1124,121.3126,桃園,47,良好,13.71,Low Risk,735
翠柏新村安養中心-服務大樓,永春一路5號,新北市汐止區,室內,25.112499,121.603216,內湖,46,良好,5.28,Low Risk,203
八德里民活動中心,八德路70號,基隆市七堵區,室內,25.1129,121.7279,內湖,46,良好,15.64,Low Risk,14
石牌國中,臺北市北投區石牌路1段139號,臺北市北投區,室內,25.1149,121.5142,士林,43,良好,3.18,Low Risk,100
石牌國小,北投區致遠2路80號,臺北市北投區,室內,25.1157,121.5117,士林,43,良好,3.35,Low Risk,112
三玉國小,士林區天母東路116號,臺北市士林區,室內,25.118,121.5373,士林,43,良好,3.63,Low Risk,30
天母國中,士林區天母東路120號,臺北市士林區,室內,25.118,121.5381,士林,43,良好,3.66,Low Risk,99
南榮國小,南榮路321號,基隆市仁愛區,室內,25.1194,121.7439,內湖,46,良好,17.4,Low Risk,165
立農國小,北投區立農街1段250號,臺北市北投區,室內,25.1195,121.5053,士林,43,良好,4.01,Low Risk,30
天母國小,士林區天玉街12號,臺北市士林區,室內,25.1197,121.5274,士林,43,良好,3.57,Low Risk,100
陽明山國小,臺北市士林區新安里仰德大道3段 61 號,臺北市士林區,室內,25.1198,121.5529,士林,43,良好,4.61,Low Risk,50
溪山國小,臺北市士林區至善路三段199號,臺北市士林區,室內,25.1198,121.5796,內湖,46,良好,5.55,Low Risk,50
關渡國中,北投區知行路212號,臺北市北投區,室內,25.1199,121.4673,士林,43,良好,6.74,Low Risk,30
育仁里民活動中心,南榮路269巷28之1號,基隆市仁愛區,室內,25.1204,121.744,內湖,46,良好,17.44,Low Risk,25
東和市民活動中心,中山路20號,新北市瑞芳區,室內,25.1204,121.8879,內湖,46,良好,31.51,Low Risk,95
