避難所名稱,地址,縣市,設施類型,緯度,經度,最近AQI測站,測站AQI,測站狀態,距離(公里),風險等級,預計收容人數
定興社區活動中心,定興路63-2號,彰化縣伸港鄉,室內,24.166813,120.496962,彰化,41,良好,11.16,Low Risk,40
臺中市立三光國民中學（禮堂、操場）,三光一街77號,臺中市北屯區,室內,24.167354,120.698404,台中,43,良好,3.33,Low Risk,2235
文昌國民小學（活動中心-弘文堂、操場）,40652 臺中市北屯區昌平路一段91號,臺中市北屯區,室內,24.168188,120.693207,台中,43,良好,3.02,Low Risk,1422
中山國中（操場）,寧夏路179號,臺中市西屯區,室內,24.168445,120.660187,台中,43,良好,2.68,Low Risk,1375
逢甲國民小學（操場、校舍頂樓）,北坑巷60號,臺中市北屯區,室內,24.168462,120.759755,台中,43,良好,9.04,Low Risk,483
臺中市北區長青里活動中心,北區長青里陝西路66之2號三樓,臺中市北區,室內,24.1691,120.6685,台中,43,良好,2.44,Low Risk,200
長安國小（操場跑道）,櫻花路18號,臺中市西屯區,室內,24.169105,120.653078,台中,43,良好,3.16,Low Risk,242
何福、何德里聯合活動中心,河南路125號3樓,臺中市西屯區,室內,24.169681,120.662291,台中,43,良好,2.7,Low Risk,380
協和國小（學生活動中心、操場）,安和路99號,臺中市西屯區,室內,24.169862,120.620071,台中,43,良好,5.96,Low Risk,1732
四維國民小學（活動中心）,40654 臺中市北屯區文心路四段956號,臺中市北屯區,室內,24.170777,120.695314,台中,43,良好,3.38,Low Risk,304
何源里活動中心,漢成街152號,臺中市西屯區,室內,24.170797,120.665542,台中,43,良好,2.7,Low Risk,150
臺中市北區賴興活動中心,北區賴興里山西路二段125號三、四樓,臺中市北區,室內,24.1718,120.6757,台中,43,良好,2.69,Low Risk,400
上安國小（活動中心、操場）,上安路156號,臺中市西屯區,室內,24.172074,120.639105,台中,43,良好,4.43,Low Risk,889
東光國民小學（活動中心、操場）,東光路926號,臺中市北屯區,室內,24.17211,120.701827,台中,43,良好,3.95,Low Risk,1631
基督長老教會,1鄰7號,南投縣仁愛鄉,室內,24.172426,121.196369,花蓮,35,良好,52.79,Low Risk,100
力行活動中心,3鄰62號,南投縣仁愛鄉,室內,24.172426,121.196369,花蓮,35,良好,52.79,Low Risk,100
大洋部落真耶穌教會,新望洋5鄰128號,南投縣仁愛鄉,室內,24.172426,121.196369,花蓮,35,良好,52.79,Low Risk,100
文心國民小學（禮堂、操場）,文心路四段575號,臺中市北屯區,室內,24.17296,120.682577,台中,43,良好,2.95,Low Risk,950
崇德國民中學（崇德館、操場）,崇德路二段227號,臺中市北屯區,室內,24.17296,120.682577,台中,43,良好,2.95,Low Risk,1566
上石國小（活動中心、操場）,西屯路二段上石南六巷25號,臺中市西屯區,室內,24.173681,120.643286,台中,43,良好,4.22,Low Risk,1885
中達里育德里邱厝里聯合活動中心,英才路172號,臺中市北區,室內,24.173738,120.674392,台中,43,良好,2.9,Low Risk,100
平順里、平心里、平福里活動中心（3樓）,旅順路二段78號三樓,臺中市北屯區,室內,24.1741,120.6877,台中,43,良好,3.27,Low Risk,300
至善國中（至善館、操場）,青海路二段308號,臺中市西屯區,室內,24.174335,120.640194,台中,43,良好,4.5,Low Risk,2179
青少年活動中心,安順東五街13號,臺中市北屯區,室內,24.1744,120.6826,台中,43,良好,3.11,Low Risk,206
中台科技大學羽球館,?子路666號,臺中市北屯區,室內,24.1745,120.7357,台中,43,良好,6.97,Low Risk,150
大福社區活動中心,長安路二段158號,臺中市西屯區,室內,24.174643,120.666744,台中,43,良好,3.08,Low Risk,165
建功國民小學（地下室停車場）,軍和街43號,臺中市北屯區,室外,24.175695,120.715938,台中,43,良好,5.3,Low Risk,575
軍功國民小學（禮堂、操場）,軍福十三路300號,臺中市北屯區,室內,24.175695,120.715938,台中,43,良好,5.3,Low Risk,1698
福安地區各里聯合活動中心,中工三路199號2、3樓,臺中市西屯區,室內,24.176043,120.618029,台中,43,良好,6.46,Low Risk,290
全興社區活動中心,東全路11號,彰化縣伸港鄉,室內,24.176072,120.488453,彰化,41,良好,12.46,Low Risk,60
鵬程里活動中心,逢大路65號,臺中市西屯區,室內,24.176403,120.648648,台中,43,良好,4.07,Low Risk,95
瑞峰國小防空避難室,大肚區蔗篰里太平路1號,臺中市大肚區,室內,24.17668,120.574604,台中,43,良好,10.55,Low Risk,100
瀋陽公園管理室（活動中心1、2樓）,北屯區水湳里瀋陽北路21號,臺中市北屯區,室外,24.1769,120.6724,台中,43,良好,3.25,Low Risk,620
大鵬國小（綜合球場）,中平路268號,臺中市西屯區,室外,24.17748,120.6653,台中,43,良好,3.42,Low Risk,500
僑孝國民小學（活動中心）,40654 臺中市北屯區北屯路435號,臺中市北屯區,室內,24.177756,120.699648,台中,43,良好,4.26,Low Risk,496
軍功里活動中心,26鄰軍和街123號,臺中市北屯區,室內,24.177863,120.717838,台中,43,良好,5.6,Low Risk,117
四箴國中操場、體育館,新庄里中沙路2號,臺中市龍井區,室內,24.178195,120.576947,台中,43,良好,10.38,Low Risk,250
北新國民中學（活動中心）,柳陽東街180號,臺中市北屯區,室內,24.178882,120.695925,台中,43,良好,4.14,Low Risk,967
竹坑里活動中心,竹師路一段164巷2號,臺中市龍井區,室內,24.18031,120.546391,彰化,41,良好,11.52,Low Risk,30
龍峰國小操場,中沙路新庄仔巷2號,臺中市龍井區,室內,24.180456,120.576147,台中,43,良好,10.54,Low Risk,100
仁愛國民小學（禮堂三樓、操場）,四平路71號,臺中市北屯區,室內,24.180481,120.671897,台中,43,良好,3.65,Low Risk,1304
北屯國民小學（禮堂、操場）,進化北路2號,臺中市北屯區,室內,24.180481,120.671897,台中,43,良好,3.65,Low Risk,2250
大德國民中學（操場）,雷中街2-23號,臺中市北屯區,室內,24.180564,120.669137,台中,43,良好,3.68,Low Risk,825
翠華村華崗活動中心,,南投縣仁愛鄉,室內,24.180665,121.199899,花蓮,35,良好,53.23,Low Risk,100
大德公園管理室（1、2樓）,北屯區大德里平德路3號,臺中市北屯區,室外,24.1815,120.6719,台中,43,良好,3.76,Low Risk,550
舊社公園活動中心（1、2樓、室外）,北屯區松勇里松竹路2段59巷5號,臺中市北屯區,室外,24.1815,120.7007,台中,43,良好,4.66,Low Risk,1580
西安、西墩、至善里聯合活動中心,光明路160號,臺中市西屯區,室內,24.181647,120.639943,台中,43,良好,5.09,Low Risk,180
北屯區公所六樓禮堂,北屯區仁和里崇德路三段10號,臺中市北屯區,室內,24.1827,120.6867,台中,43,良好,4.11,Low Risk,350
臺中市東勢區慶福社區活動中心,東關路4段1068號,臺中市東勢區,室內,24.182864,120.840965,台中,43,良好,17.42,Low Risk,100
龍井國小操場、龍騰館,龍門路51號,臺中市龍井區,室內,24.183711,120.529836,彰化,41,良好,12.0,Low Risk,150
永安國小（永安館、操場）,西屯路三段133號,臺中市西屯區,室內,24.184845,120.625082,台中,43,良好,6.43,Low Risk,1954
陳平國民小學（地下活動中心）,陳平路58號,臺中市北屯區,室內,24.185321,120.667549,台中,43,良好,4.23,Low Risk,443
東海國小（操場、籃球場）,國際街75號,臺中市西屯區,室外,24.18602,120.5896,台中,43,良好,9.53,Low Risk,432
后庄社區活動中心,庄內巷11-1號,臺中市北屯區,室內,24.18809,120.66498,台中,43,良好,4.58,Low Risk,80
麗陽營區,東關路一段岳武巷5號,臺中市和平區,室內,24.1883,120.9866,台中,43,良好,32.07,Low Risk,120
福科國中（操場、籃球場）,福林路333號,臺中市西屯區,室外,24.1892,120.6138,台中,43,良好,7.62,Low Risk,1542
龍崗社區活動中心,福恩街58號,臺中市龍井區,室內,24.189607,120.548065,彰化,41,良好,12.56,Low Risk,30
松竹國民小學（勁竹及松青樓地下室）,昌平路二段12號,臺中市北屯區,室內,24.190797,120.686684,台中,43,良好,4.97,Low Risk,643
仁美國民小學（地下室、活動中心、操場）,崇德路三段568號,臺中市北屯區,室內,24.190797,120.686684,台中,43,良好,4.97,Low Risk,2421
臺中市東勢區慶福里社區活動中心戶外停車場,東勢區慶福里慶福街75號,臺中市東勢區,室外,24.191,120.8438,台中,43,良好,17.93,Low Risk,50
龍井國中操場,觀光路9號,臺中市龍井區,室內,24.192285,120.544059,彰化,41,良好,12.85,Low Risk,100
龍井區公所禮堂,沙田路四段247號,臺中市龍井區,室內,24.19268,120.545584,彰化,41,良好,12.9,Low Risk,80
協成國小（教學及行政大樓）,興義街219號,臺中市新社區,室內,24.192772,120.813491,台中,43,良好,15.05,Low Risk,100
四張犁國民中學（活動中心、操場）,后庄路699號,臺中市北屯區,室內,24.193528,120.677436,台中,43,良好,5.11,Low Risk,910
國安國小（新大樓活動中心、操場）,國祥街1號,臺中市西屯區,室內,24.193578,120.609081,台中,43,良好,8.3,Low Risk,1509
新興國民小學（禮堂、操場）,新興路20號,臺中市北屯區,室內,24.195039,120.662753,台中,43,良好,5.38,Low Risk,773
四張犁國民小學（操場）,后庄路910號,臺中市北屯區,室內,24.195039,120.662753,台中,43,良好,5.38,Low Risk,1209
龍泉國小操場,龍泉里龍新路162號,臺中市龍井區,室內,24.195841,120.547464,彰化,41,良好,13.25,Low Risk,100
四民里仁和里仁美里同榮里聯合活動中心室內、室外,16鄰豐樂一街78號,臺中市北屯區,室外,24.196262,120.680523,台中,43,良好,5.45,Low Risk,1250
頭家國小-多功能教室,得福街185號,臺中市潭子區,室內,24.197026,120.696224,台中,43,良好,5.95,Low Risk,160
泰安國小（育才堂、操場）,環中路二段368號,臺中市西屯區,室內,24.197845,120.648858,台中,43,良好,6.11,Low Risk,1944
頭家里/頭家東里活動中心,精忠新城101號,臺中市潭子區,室內,24.197913,120.699067,台中,43,良好,6.15,Low Risk,120
拍瀑拉水裡社公園,中社路一街、二街,臺中市龍井區,室外,24.198537,120.562822,台中,43,良好,12.58,Low Risk,200
龍港國小操場,三港路1號,臺中市龍井區,室內,24.198733,120.500933,彰化,41,良好,14.3,Low Risk,100
大坑國小1.2樓教室、操場,北屯區大坑里東山路二段112號,臺中市北屯區,室內,24.1988,120.7607,台中,43,良好,10.51,Low Risk,625
水裡港文化館,水裡港巷16之2號,臺中市龍井區,室內,24.200778,120.498444,彰化,41,良好,14.59,Low Risk,20
龍津國小操場、綜合教學大樓,中央路1段165巷50號,臺中市龍井區,室內,24.201067,120.521677,彰化,41,良好,14.04,Low Risk,150
潭陽社區活動中心,中山路二段237巷9號,臺中市潭子區,室內,24.201197,120.703471,台中,43,良好,6.68,Low Risk,200
麗水社區活動中心,龍港路349巷2號,臺中市龍井區,室內,24.2022,120.5011,彰化,41,良好,14.66,Low Risk,60
臺中市東勢區慶東社區活動中心,慶東街慶城2巷5號,臺中市東勢區,室內,24.2023,120.8422,台中,43,良好,18.15,Low Risk,28
僑忠國小-體育館,中山路二段31號,臺中市潭子區,室內,24.202497,120.70371,台中,43,良好,6.82,Low Risk,350
新興國小-專科教室,潭興路一段25號,臺中市潭子區,室內,24.203989,120.725525,台中,43,良好,8.18,Low Risk,50
龍津國中操場,三港路130號,臺中市龍井區,室內,24.204522,120.521049,彰化,41,良好,14.42,Low Risk,150
臺中市東勢區東華國中教室,東關路五段490號,臺中市東勢區,室內,24.2054,120.8397,台中,43,良好,18.03,Low Risk,1100
東興國小（一樓課照教室）,興社街一段國校巷13號,臺中市新社區,室內,24.206154,120.820101,台中,43,良好,16.22,Low Risk,100
臺中市東勢區成功國小,東關路五段600號,臺中市東勢區,室內,24.208311,120.839784,台中,43,良好,18.16,Low Risk,1200
潭子國中-活動中心,潭興路二段419巷1號,臺中市潭子區,室內,24.210191,120.70836,台中,43,良好,7.79,Low Risk,230
榮興村辦公處,碧綠巷27號,南投縣仁愛鄉,室內,24.210441,121.300253,花蓮,35,良好,49.92,Low Risk,40
潭子區運動公園,勝利路138號,臺中市潭子區,室外,24.21106,120.700706,台中,43,良好,7.56,Low Risk,2500
臺中市大雅區三和公園,龍善二街,臺中市大雅區,室外,24.211845,120.665252,台中,43,良好,7.18,Low Risk,1580
臺中市大雅區大明國小活動中心,中清路三段92號,臺中市大雅區,室內,24.2128,120.6499,台中,43,良好,7.63,Low Risk,1191
潭陽國小-業勤樓,潭陽路19號,臺中市潭子區,室內,24.213042,120.710128,台中,43,良好,8.16,Low Risk,160
合作國小,豐原區三村里西勢路410號,臺中市豐原區,室內,24.2131,120.5581,台中,43,良好,13.79,Low Risk,100
潭北社區活動中心,潭子街三段公廳巷18號,臺中市潭子區,室內,24.2141,120.7089,台中,43,良好,8.21,Low Risk,63
山腳社區活動中心,龍山街58號,臺中市龍井區,室內,24.214287,120.549368,台中,43,良好,14.62,Low Risk,30
東寶國小-綜合教室,雅潭路三段2號,臺中市潭子區,室內,24.214805,120.67952,台中,43,良好,7.49,Low Risk,110
忠和社區活動中心,海尾路45巷23號,臺中市龍井區,室內,24.21486,120.524048,彰化,41,良好,15.51,Low Risk,35
新田社區活動中心,豐興路二段412號,臺中市潭子區,室內,24.214974,120.723225,台中,43,良好,9.02,Low Risk,150
潭秀社區活動中心,雅潭路一段39巷10號,臺中市潭子區,室內,24.215286,120.703871,台中,43,良好,8.12,Low Risk,100
潭子國小-圖書室,中山路二段435號,臺中市潭子區,室內,24.215893,120.705361,台中,43,良好,8.24,Low Risk,150
龍海國小操場,中央路3段206號,臺中市龍井區,室內,24.215956,120.526677,彰化,41,良好,15.6,Low Risk,100
臺中市立大華國中地下室,雅環路一段2號,臺中市大雅區,室內,24.2161,120.6496,台中,43,良好,7.99,Low Risk,560
臺中市大雅區西寶社區活動中心,雅潭路3段600號,臺中市大雅區,室內,24.2161,120.668,台中,43,良好,7.63,Low Risk,60
潭秀國中-體育館,雅潭路一段175號,臺中市潭子區,室內,24.216172,120.699522,台中,43,良好,8.06,Low Risk,220
臺中市北勢國小禮堂,沙鹿區六路里南陽路376號,臺中市沙鹿區,室內,24.216935,120.571552,台中,43,良好,12.9,Low Risk,124
南勢社區活動中心,南勢里南陽路458號,臺中市沙鹿區,室內,24.217386,120.567801,台中,43,良好,13.24,Low Risk,50
南陽國小,豐原區中陽里南陽路440號,臺中市豐原區,室內,24.2187,120.5677,台中,43,良好,13.33,Low Risk,300
臺中市東勢區上城社區活動中心,上城街170巷16號,臺中市東勢區,室內,24.2188,120.84,台中,43,良好,18.64,Low Risk,46
馬力埔社區活動中心,中和街一段8號,臺中市新社區,室內,24.218895,120.792343,台中,43,良好,14.41,Low Risk,50
臺中市大雅區文雅國小地下室,中山北路235號,臺中市大雅區,室內,24.2195,120.6461,台中,43,良好,8.46,Low Risk,1700
臺中市大雅區三和國小體育館,春亭二街一號,臺中市大雅區,室內,24.2199,120.6667,台中,43,良好,8.06,Low Risk,1464
臺中市東勢區下城社區活動中心,城興街136號,臺中市東勢區,室內,24.219995,120.836657,台中,43,良好,18.39,Low Risk,50
臺中市大雅區陽明國小1樓教室,秀山路365號,臺中市大雅區,室內,24.2213,120.632,台中,43,良好,9.21,Low Risk,944
臺中市東勢區新成國小禮堂,東關路367巷40號,臺中市東勢區,室內,24.2213,120.8394,台中,43,良好,18.7,Low Risk,800
六路社區活動中心,六路里北勢東路267號,臺中市沙鹿區,室內,24.221573,120.578484,台中,43,良好,12.67,Low Risk,126
臺中市大雅區大雅國小體育館,學府路230號,臺中市大雅區,室內,24.2222,120.6503,台中,43,良好,8.61,Low Risk,950
晉江社區活動中心,晉江里晉武路35巷33號,臺中市沙鹿區,室內,24.222652,120.580577,台中,43,良好,12.59,Low Risk,86
臺中市立大雅國中體育館,學府路280號,臺中市大雅區,室內,24.2241,120.6504,台中,43,良好,8.82,Low Risk,820
福興社區活動中心,福興里鎮南路二段299巷36號,臺中市沙鹿區,室內,24.224608,120.567398,台中,43,良好,13.75,Low Risk,95
北勢社區活動中心,北勢里東晉路東明巷75號,臺中市沙鹿區,室內,24.224819,120.571125,台中,43,良好,13.48,Low Risk,76
臺中市北勢國中禮堂,沙鹿區北勢里英才路150號,臺中市沙鹿區,室內,24.225175,120.569209,台中,43,良好,13.65,Low Risk,259
北勢國民中學操場,英才路150號,臺中市沙鹿區,室內,24.225175,120.569209,台中,43,良好,13.65,Low Risk,451
停四雅楓停車場,神林南路146巷7號,臺中市大雅區,室外,24.225474,120.656843,台中,43,良好,8.81,Low Risk,190
斗抵社區活動中心,斗抵里斗潭路197號,臺中市沙鹿區,室內,24.22585,120.554569,台中,43,良好,14.88,Low Risk,157
鎌村里活動中心,豐原區鎌村里鎌村路465巷58號2樓,臺中市豐原區,室內,24.2262,120.7299,台中,43,良好,10.43,Low Risk,100
大南國小（多功能教室）,興中街47號,臺中市新社區,室內,24.226742,120.804693,台中,43,良好,15.94,Low Risk,150
臺中市大雅區上雅社區活動中心,雅環路二段171巷19號,臺中市大雅區,室內,24.2281,120.6509,台中,43,良好,9.23,Low Risk,50
臺中市新社區公所,新社區復盛里興社街2段28-1號,臺中市新社區,室內,24.2282,120.8122,台中,43,良好,16.67,Low Risk,50
臺中市大雅區公所,雅環路二段301號,臺中市大雅區,室內,24.2289,120.6478,台中,43,良好,9.4,Low Risk,120
臺中市大雅區秀山社區活動中心,平和一路18之1號,臺中市大雅區,室內,24.229,120.6334,台中,43,良好,9.92,Low Risk,40
栗林社區活動中心,祥和路128號,臺中市潭子區,室內,24.229634,120.712113,台中,43,良好,9.91,Low Risk,100
永寧國小操場,中央路一段 160 號,臺中市梧棲區,室內,24.23,120.53,彰化,41,良好,17.12,Low Risk,200
國立中科實驗高級中學,平和路227號,臺中市大雅區,室內,24.230138,120.625985,台中,43,良好,10.36,Low Risk,267
中興嶺停車場,中興嶺99號,臺中市新社區,室外,24.231226,120.809642,台中,43,良好,16.63,Low Risk,300
復盛公園戶外臨時避難收容場所,興社街2段26號,臺中市新社區,室外,24.231226,120.809642,台中,43,良好,16.63,Low Risk,300
臺中市大雅區汝鎏國小1~3樓教室,平和路238號,臺中市大雅區,室內,24.2314,120.6265,台中,43,良好,10.46,Low Risk,1924
新社區老人文康活動中心,興社街二段26號,臺中市新社區,室內,24.232095,120.80745,台中,43,良好,16.5,Low Risk,50
東陽里活動中心,豐原區東陽里東陽路306號,臺中市豐原區,室內,24.2329,120.7476,台中,43,良好,12.09,Low Risk,50
興安社區活動中心,鎮南路二段500號,臺中市沙鹿區,室內,24.23327,120.562858,台中,43,良好,14.72,Low Risk,37
興仁社區活動中心,鎮南路二段500號,臺中市沙鹿區,室內,24.23327,120.562858,台中,43,良好,14.72,Low Risk,38
臺中市大雅區大楓社區活動中心,雅楓街106號,臺中市大雅區,室內,24.2346,120.667,台中,43,良好,9.69,Low Risk,50
臺中市大雅區上楓社區活動中心二,雅楓街108號,臺中市大雅區,室內,24.2347,120.6668,台中,43,良好,9.7,Low Risk,50
鎮立公園,鎮政路16號對面,臺中市沙鹿區,室外,24.234753,120.566413,台中,43,良好,14.56,Low Risk,95
沙鹿國民中學操場,中正街1號,臺中市沙鹿區,室內,24.235208,120.563351,台中,43,良好,14.82,Low Risk,363
臺中市沙鹿國中禮堂,沙鹿區美仁里中正街1號,臺中市沙鹿區,室內,24.235208,120.563351,台中,43,良好,14.82,Low Risk,553
臺中市原住民綜合服務中心,仁愛路69號,臺中市大雅區,室內,24.235343,120.622359,台中,43,良好,11.04,Low Risk,72
美仁社區活動中心,美仁里中正街3號,臺中市沙鹿區,室內,24.235802,120.561571,台中,43,良好,15.0,Low Risk,44
居仁社區活動中心,居仁里新生街8號,臺中市沙鹿區,室內,24.235802,120.561571,台中,43,良好,15.0,Low Risk,74
臺中市沙鹿國小禮堂,沙鹿區美仁里中正街3號,臺中市沙鹿區,室內,24.235802,120.561571,台中,43,良好,15.0,Low Risk,315
臺中市大雅區上楓國小庠序樓地下室,楓林街232號,臺中市大雅區,室內,24.2361,120.667,台中,43,良好,9.85,Low Risk,1216
豐田國小,豐原區豐田里田心路2段290號,臺中市豐原區,室內,24.237,120.722,台中,43,良好,11.08,Low Risk,500
文昌街、日新街口停車場,中正街1號,臺中市沙鹿區,室外,24.237054,120.561849,台中,43,良好,15.07,Low Risk,709
臺中市東勢區石角國小教室,東坑路西盛巷22號,臺中市東勢區,室內,24.2379,120.8503,台中,43,良好,20.54,Low Risk,400
臺中市大雅區六寶國小1~3樓教室,光復路15-2號,臺中市大雅區,室內,24.2381,120.6355,台中,43,良好,10.77,Low Risk,900
豐田里活動中心舊,豐原區豐田里田心路二段272巷1號,臺中市豐原區,室內,24.2381,120.7218,台中,43,良好,11.18,Low Risk,50
臺中市竹林國小禮堂,臺灣大道七段821號,臺中市沙鹿區,室內,24.238543,120.567875,台中,43,良好,14.73,Low Risk,73
竹林國民小學操場,臺灣大道七段821號,臺中市沙鹿區,室內,24.238543,120.567875,台中,43,良好,14.73,Low Risk,859
三角社區活動中心,神岡區三角里三社路195號,臺中市神岡區,室內,24.2386,120.6895,台中,43,良好,10.24,Low Risk,45
豐南國中,豐原區田心里豐南街151號,臺中市豐原區,室內,24.2394,120.7169,台中,43,良好,11.1,Low Risk,1000
豐田活動中心新,豐原區豐田里永康路346巷33號,臺中市豐原區,室內,24.2402,120.7213,台中,43,良好,11.37,Low Risk,50
崑山國小,崑崙巷5-2號,臺中市新社區,室內,24.241082,120.787761,台中,43,良好,15.55,Low Risk,100
南陽里活動中心,豐原區南陽里永康路181巷6號,臺中市豐原區,室內,24.2412,120.7261,台中,43,良好,11.68,Low Risk,100
清泉社區活動中心,清泉里東海路2-11號,臺中市沙鹿區,室內,24.241539,120.61464,台中,43,良好,12.03,Low Risk,88
梧棲國中活動中心,民生街12號,臺中市梧棲區,室內,24.2418,120.5492,台中,43,良好,16.39,Low Risk,300
豐原區公所,豐原區田心里市政路2號,臺中市豐原區,室內,24.2419,120.7182,台中,43,良好,11.41,Low Risk,200
梧南國小3樓視聽教室,梧棲區草湳里梧南路 50 號,臺中市梧棲區,室內,24.2421,120.5238,台中,43,良好,18.47,Low Risk,100
東勢高工學生活動中心,東關路六段1328號,臺中市東勢區,室內,24.2422,120.8338,台中,43,良好,19.35,Low Risk,2200
新社國小（活動中心）,興社街四段一巷2號,臺中市新社區,室內,24.242245,120.808355,台中,43,良好,17.24,Low Risk,150
田心里活動中心,豐原區田心里市政路1號,臺中市豐原區,室內,24.2424,120.7186,台中,43,良好,11.48,Low Risk,50
草湳里活動中心,自強二街61號,臺中市梧棲區,室內,24.2429,120.5225,彰化,41,良好,18.62,Low Risk,120
大德國小風雨操場,文昌路343號,臺中市梧棲區,室內,24.2431,120.5423,台中,43,良好,17.03,Low Risk,300
鹿寮社區活動中心,鹿寮里賢義街162號,臺中市沙鹿區,室內,24.243106,120.566755,台中,43,良好,15.17,Low Risk,77
臺中市公明國小禮堂,沙鹿區公明里忠貞路213號,臺中市沙鹿區,室內,24.243158,120.609713,台中,43,良好,12.44,Low Risk,75
公明國民小學操場,忠貞路213號,臺中市沙鹿區,室內,24.243158,120.609713,台中,43,良好,12.44,Low Risk,1744
臺中市東勢區新盛國小教室,新盛街342號,臺中市東勢區,室內,24.2434,120.8307,台中,43,良好,19.16,Low Risk,1200
鹿鳴公園,沙鹿區鹿寮里光華路378巷1號,臺中市沙鹿區,室外,24.243804,120.56675,台中,43,良好,15.22,Low Risk,20
臺中市鹿寮國中禮堂,沙鹿區鹿寮里光華路385號,臺中市沙鹿區,室內,24.243804,120.56675,台中,43,良好,15.22,Low Risk,151
鹿寮國民中學操場,光華路385號,臺中市沙鹿區,室內,24.243804,120.56675,台中,43,良好,15.22,Low Risk,826
臺中港區綜合體育館,梧棲區大村里文昌路350號,臺中市梧棲區,室內,24.2444,120.5435,台中,43,良好,17.02,Low Risk,400
中港高中地下一樓會議教室,梧棲區大村里文昌路400號,臺中市梧棲區,室內,24.2448,120.5422,台中,43,良好,17.15,Low Risk,300
公明社區活動中心,公明里中清路信義巷6-17號,臺中市沙鹿區,室內,24.245645,120.607933,台中,43,良好,12.77,Low Risk,90
社口國小樂群樓,社南街136號,臺中市神岡區,室內,24.2457,120.6847,台中,43,良好,10.96,Low Risk,955
豐原高商,豐原區西勢里圓環南路五十號,臺中市豐原區,室內,24.246,120.7129,台中,43,良好,11.63,Low Risk,860
大庄社區活動中心,梧棲區大庄里文華街168巷1號,臺中市梧棲區,室內,24.2463,120.5426,台中,43,良好,17.23,Low Risk,100
公明國民中學教室,中清路6段567號,臺中市沙鹿區,室內,24.246551,120.607534,台中,43,良好,12.87,Low Risk,110
臺中市公明國中禮堂,中清路6段567號,臺中市沙鹿區,室內,24.246551,120.607534,台中,43,良好,12.87,Low Risk,111
臺中市公明國中操場,中清路6段567號,臺中市沙鹿區,室內,24.246551,120.607534,台中,43,良好,12.87,Low Risk,588
北陽里活動中心,豐原區北陽里豐東路118巷18號,臺中市豐原區,室內,24.2473,120.7304,台中,43,良好,12.48,Low Risk,50
豐東國中,豐原區北陽里豐東路七十五號,臺中市豐原區,室內,24.2474,120.729,台中,43,良好,12.43,Low Risk,700
福陽國小,豐原區北陽里南陽路綠山巷83號,臺中市豐原區,室內,24.2481,120.7234,台中,43,良好,12.25,Low Risk,100
瑞穗國小,豐原區西安里西安街七十二號,臺中市豐原區,室內,24.2493,120.7117,台中,43,良好,11.94,Low Risk,1000
陸軍第五地區支援指揮部豐原甲型聯,豐原區中正路683號,臺中市豐原區,室內,24.2497,120.7055,台中,43,良好,11.79,Low Risk,115
西安里活動中心,豐原區西安里西安街72-2號,臺中市豐原區,室內,24.2497,120.7134,台中,43,良好,12.04,Low Risk,100
岸裡國小學生活動中心,神岡區岸裡里中山路 52 號,臺中市神岡區,室內,24.2498,120.6975,台中,43,良好,11.61,Low Risk,188
臺中市立東勢國中教室,東崎路5段415號,臺中市東勢區,室內,24.2503,120.8324,台中,43,良好,19.74,Low Risk,800
中正國小活動中心,梧棲區福德里中央路二段15號,臺中市梧棲區,室內,24.2504,120.5387,台中,43,良好,17.82,Low Risk,250
臺中市東勢區泰安宮,東勢區廣興里中新街157號,臺中市東勢區,室內,24.2517,120.8313,台中,43,良好,19.74,Low Risk,20
南嵩里活動中心,豐原區南嵩里水源路9巷133號,臺中市豐原區,室內,24.2519,120.7426,台中,43,良好,13.54,Low Risk,50
中陽里活動中心,豐原區中陽里惠陽街116號,臺中市豐原區,室內,24.2521,120.725,台中,43,良好,12.73,Low Risk,100
富春國小,豐原區豐西里中山路455號,臺中市豐原區,室內,24.2524,120.7133,台中,43,良好,12.32,Low Risk,1000
中港國小視聽教室,梧棲區大村里文明街100號,臺中市梧棲區,室內,24.2525,120.5328,台中,43,良好,18.43,Low Risk,100
臺中市立中山國小教室,中泰街88號,臺中市東勢區,室內,24.253,120.8351,台中,43,良好,20.13,Low Risk,500
豐圳里活動中心新,成功路520號,臺中市豐原區,室內,24.2537,120.7085,台中,43,良好,12.31,Low Risk,100
情人公園,雲集街,臺中市梧棲區,室外,24.2545,120.5326,台中,43,良好,18.59,Low Risk,100
庄前里活動中心,神岡區庄前里神林路35號,臺中市神岡區,室內,24.2545,120.6605,台中,43,良好,11.95,Low Risk,41
臺中市東勢區延平社區活動中心,本街40號,臺中市東勢區,室內,24.255,120.8285,台中,43,良好,19.73,Low Risk,50
五里聯合活動中心,豐原區豐榮里新生北路155號,臺中市豐原區,室內,24.2551,120.7202,台中,43,良好,12.84,Low Risk,200
梧棲區公所四樓禮堂,中和街66號,臺中市梧棲區,室內,24.2552,120.5317,台中,43,良好,18.71,Low Risk,80
豐村國小,豐原區南村里水源路三四一號,臺中市豐原區,室內,24.2553,120.7367,台中,43,良好,13.57,Low Risk,300
豐原國小,豐原區豐榮里新生北路一五五號,臺中市豐原區,室內,24.2554,120.7211,台中,43,良好,12.91,Low Risk,330
臺中市鹿峰國小禮堂,沙鹿區鹿峰里星河路209號,臺中市沙鹿區,室內,24.255608,120.570016,台中,43,良好,15.95,Low Risk,363
